NROPRESTADOR,PRESTADOR,PLAN,TIPO DE PRESTADOR,ESPECIALIDAD,ZONA,DIRECCION,TELEFONO,BARRIO_LOCALIDAD
-,CENTRO MEDICO CARAM,SUPERADOR,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,ANGEL D ELIA 1530,4667 0616,SAN MIGUEL
-,CENTRO MEDICO CARAM,SUPERADOR,Profesionales,GINECOLOGIA,BUENOS AIRES,ANGEL D ELIA 1530,4667 0616,SAN MIGUEL
-,CENTRO MEDICO CARAM,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,ANGEL D ELIA 1530,4667 0616,SAN MIGUEL
-,CENTRO MEDICO CARAM,SUPERADOR,Diagnostico y tratamiento,URODINAMIA,BUENOS AIRES,ANGEL D ELIA 1530,4667 0616,SAN MIGUEL
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,CARDIOLOGIA INFANTIL,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP, VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,DERMATOLOGIA INFANTIL,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP, VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,FONOAUDIOLOGIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,GASTROENTEROLOGIA INFANTIL,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP, VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,NEUMONOLOGIA INFANTIL,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP, VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,NEUROLOGIA INFANTIL,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,OFTALMOLOGIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Profesionales,TRAUMATOLOGIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP, VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,AUDIOMETRIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,OTOEMISIONES ACUSTICAS,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,ESPIROMETRIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,KINESIOLOGIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,ELECTROENCEFALOGRAMA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CENTRO PEDIÁTRICO BALLESTER ,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA RESPIRATORIA,BUENOS AIRES,ALVEAR 2307,4616 6870 11 2193 5257 WSP,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,ALERGIA E INMUNOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600, VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,CARDIOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600, VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,CIRUGIA GENERAL,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,CIRUGIA GINECOLOGICA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,CIRUGIA LAPAROSCOPICA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,CLINICA MEDICA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Guardia,GUARDIA GENERAL,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600, VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,DERMATOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,DERMATOLOGIA INFANTIL,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,FLEBOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,GINECOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,INFECTOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,NEUROLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600, VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,TRAUMATOLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Profesionales,UROLOGIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CLINICA SANTA MARIA,UNIVERSAL,Diagnostico y tratamiento,ESPIROMETRIA,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600,VILLA BALLESTER
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,MONITOREO FETAL,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,ERGOMETRIA,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CONSULTORIO RADIOLOGICO LEON GALLARDO ,UNIVERSAL,Diagnostico y tratamiento,ELECTROENCEFALOGRAMA,BUENOS AIRES,MAESTRO D`ELIA 1412,4664 5918 4451 0745,SAN MIGUEL
-,CORPORACION MEDICA SAN MARTIN,SUPERADOR,Guardia,GUARDIA GENERAL,BUENOS AIRES,MATHEU 4071,4754 7500,SAN MARTIN
-,CORPORACION MEDICA SAN MARTIN,SUPERADOR,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,MATHEU 4071,4754 7500,SAN MARTIN
-,CORPORACION MEDICA SAN MARTIN,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,MATHEU 4071,4754 7500,SAN MARTIN
-,CORPORACION MEDICA SAN MARTIN,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION PEDIATRICA,BUENOS AIRES,MATHEU 4071,4754 7500,SAN MARTIN
-,CORPORACION MEDICA SAN MARTIN,SUPERADOR,Profesionales,NEONATOLOGIA,BUENOS AIRES,MATHEU 4071,4754 7500,SAN MARTIN
-,CORPORACION MEDICA SAN MARTIN,SUPERADOR,Guardia,GUARDIA PEDIATRICA,BUENOS AIRES,MATHEU 4071,4754 7500,SAN MARTIN
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,ALERGIA E INMUNOLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,CARDIOLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,CIRUGIA LAPAROSCOPICA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Guardia,GUARDIA GENERAL,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,PSICOPROFILAXIS DEL PARTO,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,ERGOMETRIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,ESPIROMETRIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,OTOEMISIONES ACUSTICAS,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,HEMATOLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HERRERA MARIA PAULA,UNIVERSAL,Diagnostico y tratamiento,KINESIOLOGIA,BUENOS AIRES,MARENGO 3908,6339 4600,VILLA BALLESTER
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,MONITOREO FETAL,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,NEFROLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,NEUMONOLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,NEUMONOLOGIA INFANTIL,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,NEUROLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,OBSTETRICIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Guardia,GUARDIA PEDIATRICA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,PEDIATRIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,REUMATOLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Diagnostico y tratamiento,HEMODINAMIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,TRAUMATOLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,HOSPITAL ALBERTO DUHAU,SUPERADOR,Profesionales,UROLOGIA,BUENOS AIRES,LAVALLE 2066,02320 431951 ,JOSE C. PAZ
-,INSTITUTO MEDICO DE OJOS   ,UNIVERSAL,Profesionales,OFTALMOLOGIA,BUENOS AIRES,SABATINI 4745,4750 2002,CASEROS
-,LABORATORIOS DR. CAPPA,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,MITRE 3885 5TO PISO 3,4753 3888,SAN MARTIN
-,LABORATORIO DR. MORICONI ,SUPERADOR,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,ANDRES FERREYRA 2824,4750 1468,CASEROS
-,NEMEC MARIANO,UNIVERSAL,Profesionales,CLINICA MEDICA,BUENOS AIRES,ARGUERO 1222 FISO SALUD,4451 2250 WSP 11 6685 0094,SAN MIGUEL
-,DOME JOSE MARIA,UNIVERSAL,Profesionales,GINECOLOGIA,BUENOS AIRES,ARGUERO 1222 FISO SALUD,4451 2250 11 6685 0094,SAN MIGUEL
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ESPIROMETRIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,ALERGIA E INMUNOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,AUDIOMETRIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CARDIOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CARDIOLOGIA INFANTIL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CLINICA MEDICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Guardia,GUARDIA GENERAL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CIRUGIA GENERAL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CIRUGIA GINECOLOGICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CIRUGIA LAPAROSCOPICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CIRUGIA TRAUMATOLOGICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CIRUGIA GENERAL INFANTIL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,CIRUGIA TORACICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,DERMATOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,DERMATOLOGIA INFANTIL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ELECTROENCEFALOGRAMA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,ENDOCRINOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ENDOSCOPIA RESPIRATORIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,ERGOMETRIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,FLEBOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,GASTROENTEROLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,GINECOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,OBSTETRICIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,HEMATOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,DIAVERUM,UNIVERSAL,Diagnostico y tratamiento,HEMODIALISIS,BUENOS AIRES,LOURDES 1613,4667 6643,LOS POLVORINES
-,DIAVERUM,UNIVERSAL,Diagnostico y tratamiento,HEMODIALISIS,BUENOS AIRES,AV. GASPAR CAMPOS 6352,02320 445470,JOSE C. PAZ
-,DIAVERUM,UNIVERSAL,Diagnostico y tratamiento,HEMODIALISIS,BUENOS AIRES,RENE FAVALORO 4667,02320 439263,JOSE C. PAZ
-,DIAVERUM,UNIVERSAL,Diagnostico y tratamiento,HEMODIALISIS,BUENOS AIRES,SOLDADO BAIGORRIA 1484,02320 488626,GRAND BOURG
-,DIAVERUM,UNIVERSAL,Diagnostico y tratamiento,HEMODIALISIS,BUENOS AIRES,PAUNERO 2179,4667 0133,SAN MIGUEL
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,HEMODINAMIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,INFECTOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION PEDIATRICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,MONITOREO FETAL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,NEFROLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,NEFROLOGIA INFANTIL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,CLINICA SANTA MARIA,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,ENRIQUE MARENGO 3908,6339 4600, VILLA BALLESTER
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,NEONATOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,NEUMONOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,NEUMONOLOGIA INFANTIL,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,NEUROLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,OTOEMISIONES ACUSTICAS,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Guardia,GUARDIA PEDIATRICA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Profesionales,PEDIATRIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
-,SANATORIO MODELO DE CASEROS,SUPERADOR,Diagnostico y tratamiento,POLISOMNOGRAFIA,BUENOS AIRES,LISANDRO MEDINA 2254,4716 3200,CASEROS
