NROPRESTADOR,PRESTADOR,PLAN,TIPO DE PRESTADOR,ESPECIALIDAD,ZONA,DIRECCION,TELEFONO,BARRIO_LOCALIDAD
67125,CIRCULO MEDICO APIPE,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,CORRIENTES,Contactarse con Seccional,03714 628506,Apipe
67125,CIRCULO MEDICO APIPE,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,CORRIENTES,Contactarse con Seccional,03714 628506,Apipe
67125,CIRCULO MEDICO APIPE,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,CORRIENTES,Contactarse con Seccional,03714 628506,Apipe
67125,CIRCULO MEDICO APIPE,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,CORRIENTES,Contactarse con Seccional,03714 628506,Apipe
66943,DEL PILAR S.A.,UNIVERSAL,Profesionales,CARDIOLOGIA,CORRIENTES,San Martin Nro 555,0371 4434841,Corrientes Capital
66943,DEL PILAR S.A.,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,CORRIENTES,San Martin Nro 555,0371 4434841,Corrientes Capital
66943,DEL PILAR S.A.,UNIVERSAL,Profesionales,GINECOLOGIA,CORRIENTES,San Martin Nro 555,0371 4434841,Corrientes Capital
66943,DEL PILAR S.A.,UNIVERSAL,Profesionales,TRAUMATOLOGIA,CORRIENTES,San Martin Nro 555,0371 4434841,Corrientes Capital
66943,DEL PILAR S.A.,UNIVERSAL,Profesionales,PEDIATRIA,CORRIENTES,San Martin Nro 555,0371 4434841,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,CARDIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,CIRUGIA PLASTICA Y REPARADORA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,CLINICA MEDICA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,DERMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,KINESIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,FONOAUDIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,GINECOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,INFECTOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,NEFROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,NEUMONOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,NEUROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,OBSTETRICIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,OFTALMOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,ONCOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,PEDIATRIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,SALUD MENTAL,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,REUMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,TRAUMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Profesionales,UROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67086,COLEGIO MEDICO DE CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,CARDIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,CLINICA MEDICA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,DERMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,KINESIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,GINECOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,INFECTOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,NEFROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,NEUMONOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,NEUROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,OBSTETRICIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,OFTALMOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,ONCOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,PEDIATRIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,REUMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,TRAUMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Profesionales,UROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
143,CIRCULO MEDICO DE GOYA,UNIVERSAL,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,CORRIENTES,Contactarse con Seccional,03714 628506,Goya
66960,COLEGIO DE BIOQ.DE LA PCIA.CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,CARDIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,CLINICA MEDICA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,DERMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,KINESIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,GINECOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,INFECTOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,NEFROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,NEUMONOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,NEUROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,OBSTETRICIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,OFTALMOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,ONCOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,PEDIATRIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,REUMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,TRAUMATOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Profesionales,UROLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67597,FEDERACION MED.GREMIAL PCIA.CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
144,FUND. CARDIO. DE CORRIENTES,UNIVERSAL,Profesionales,CARDIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
144,FUND. CARDIO. DE CORRIENTES,UNIVERSAL,Profesionales,CIRUGIA CARDIOVASCULAR,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
144,FUND. CARDIO. DE CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
67598,GRUPO ENDOSCOPICO DIGEST. DE CORRIENTES,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,CORRIENTES,Buenos Aires Nro 1463,0371 4600352,Corrientes Capital
67598,GRUPO ENDOSCOPICO DIGEST. DE CORRIENTES,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,CORRIENTES,Buenos Aires Nro 1463,0371 4600352,Corrientes Capital
67605,T C 2000 DIAGNOSTICO POR IMAGENES SRL,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,CORRIENTES,Catamarca 744,0371 4421000,Corrientes Capital
67605,T C 2000 DIAGNOSTICO POR IMAGENES SRL,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,CORRIENTES,Catamarca 744,0371 4421000,Corrientes Capital
67605,T C 2000 DIAGNOSTICO POR IMAGENES SRL,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,CORRIENTES,Catamarca 744,0371 4421000,Corrientes Capital
67605,T C 2000 DIAGNOSTICO POR IMAGENES SRL,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,CORRIENTES,Catamarca 744,0371 4421000,Corrientes Capital
67605,T C 2000 DIAGNOSTICO POR IMAGENES SRL,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,CORRIENTES,Catamarca 744,0371 4421000,Corrientes Capital
67605,T C 2000 DIAGNOSTICO POR IMAGENES SRL,UNIVERSAL,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,CORRIENTES,Catamarca 744,0371 4421000,Corrientes Capital
67155,COLEGIO DE KINES. DE LA PROV.CORRIENTES,UNIVERSAL,Profesionales,KINESIOLOGIA,CORRIENTES,Contactarse con Seccional,03714 628506,Corrientes Capital
65600,ALENCU ASOC.CIV.DE LIC.NUT.C.URUGUAY,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,ENTRE RIOS,Tibiletti 73,03442 428701,Concepcion Del Uruguay
8882,ASOC. ENTRERRIANA DE NEUROL.Y NEUROCIRUG,UNIVERSAL,Profesionales,NEUROLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
10415,ASOC. ENTRRERIANA DE CCV Y TORACICA,UNIVERSAL,Profesionales,CARDIOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
10415,ASOC. ENTRRERIANA DE CCV Y TORACICA,UNIVERSAL,Profesionales,CIRUGIA CARDIOVASCULAR,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
6336,ASOC.CIVIL SOCIEDAD MEDICA HIPOCRATES,UNIVERSAL,Profesionales,CLINICA MEDICA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Diamante
6336,ASOC.CIVIL SOCIEDAD MEDICA HIPOCRATES,UNIVERSAL,Profesionales,OFTALMOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Diamante
6336,ASOC.CIVIL SOCIEDAD MEDICA HIPOCRATES,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Diamante
6336,ASOC.CIVIL SOCIEDAD MEDICA HIPOCRATES,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Diamante
6336,ASOC.CIVIL SOCIEDAD MEDICA HIPOCRATES,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Diamante
6336,ASOC.CIVIL SOCIEDAD MEDICA HIPOCRATES,UNIVERSAL,Profesionales,CIRUGIA GENERAL,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Diamante
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Profesionales,CARDIOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Profesionales,GINECOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Profesionales,PEDIATRIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Profesionales,TRAUMATOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Guardia,GUARDIA GENERAL,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
178,ASOC.DE CLIN.Y SAN.DE LA PCIA.DE E.RIOS ACLER,UNIVERSAL,Profesionales,CLINICA MEDICA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
175,ASOCIACION DE KINESIOLOGOS DE ENTRE RIOS,UNIVERSAL,Profesionales,KINESIOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
62886,CENTRO DE OJOS DR. LODOLO S.R.L.,UNIVERSAL,Profesionales,OFTALMOLOGIA,ENTRE RIOS,La Paz 444,0343 4317022,Parana
10133,CENTRO DE OJOS DR.RAZZARI,UNIVERSAL,Profesionales,OFTALMOLOGIA,ENTRE RIOS,San Martín 76,0345 421 6657,Concordia
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Profesionales,CIRUGIA PLASTICA Y REPARADORA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Profesionales,CLINICA MEDICA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Profesionales,GINECOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
186,CIRCULO MEDICO DE PARANA,UNIVERSAL,Profesionales,CARDIOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
194,COLEGIO DE BIOQ.DE LA PCIA.DE ENTRE RIOS,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
195,COLEGIO DE OBSTETRAS DE ENTRE RIOS,UNIVERSAL,Profesionales,OBSTETRICIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
1936,COLEGIO DE PSICOLOGOS DE ENTRE RIOS,UNIVERSAL,Profesionales,SALUD MENTAL,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
4081,FEDERACION MEDICA DE ENTRE RIOS,UNIVERSAL,Profesionales,CLINICA MEDICA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
4081,FEDERACION MEDICA DE ENTRE RIOS,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
4081,FEDERACION MEDICA DE ENTRE RIOS,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
4081,FEDERACION MEDICA DE ENTRE RIOS,UNIVERSAL,Profesionales,GINECOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
4081,FEDERACION MEDICA DE ENTRE RIOS,UNIVERSAL,Profesionales,CARDIOLOGIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
4081,FEDERACION MEDICA DE ENTRE RIOS,UNIVERSAL,Profesionales,PEDIATRIA,ENTRE RIOS,Contactarse con Seccional,3434285356 3434661585,Parana
56907,INST.MEDICO QUIRURGICO GARAT SA,UNIVERSAL,Profesionales,CARDIOLOGIA,ENTRE RIOS,Veiga Concejal 660,0345 422 5656,Concordia
56907,INST.MEDICO QUIRURGICO GARAT SA,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ENTRE RIOS,Veiga Concejal 660,0345 422 5656,Concordia
56907,INST.MEDICO QUIRURGICO GARAT SA,UNIVERSAL,Guardia,GUARDIA GENERAL,ENTRE RIOS,Veiga Concejal 660,0345 422 5656,Concordia
56907,INST.MEDICO QUIRURGICO GARAT SA,UNIVERSAL,Profesionales,GINECOLOGIA,ENTRE RIOS,Veiga Concejal 660,0345 422 5656,Concordia
56907,INST.MEDICO QUIRURGICO GARAT SA,UNIVERSAL,Profesionales,TRAUMATOLOGIA,ENTRE RIOS,Veiga Concejal 660,0345 422 5656,Concordia
56907,INST.MEDICO QUIRURGICO GARAT SA,UNIVERSAL,Profesionales,PEDIATRIA,ENTRE RIOS,Veiga Concejal 660,0345 422 5656,Concordia
57044,SANATORIO CONCORDIA S A,UNIVERSAL,Profesionales,CARDIOLOGIA,ENTRE RIOS,1 de Mayo 313,0345 421 3365,Concordia
57044,SANATORIO CONCORDIA S A,UNIVERSAL,Profesionales,GINECOLOGIA,ENTRE RIOS,2 de Mayo 313,346 421 3365,Concordia
57044,SANATORIO CONCORDIA S A,UNIVERSAL,Profesionales,PEDIATRIA,ENTRE RIOS,3 de Mayo 313,347 421 3365,Concordia
57044,SANATORIO CONCORDIA S A,UNIVERSAL,Profesionales,TRAUMATOLOGIA,ENTRE RIOS,4 de Mayo 313,348 421 3365,Concordia
57044,SANATORIO CONCORDIA S A,UNIVERSAL,Guardia,GUARDIA GENERAL,ENTRE RIOS,5 de Mayo 313,341 421 3365,Concordia
57044,SANATORIO CONCORDIA S A,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ENTRE RIOS,6 de Mayo 313,350 421 3365,Concordia
10115,SOCIEDAD DE OBST Y GINEC DE ENTRE RIOS,UNIVERSAL,Profesionales,GINECOLOGIA,ENTRE RIOS,Paraguay Nro 347 PB Dpto. G,0343 4312484,Parana
10115,SOCIEDAD DE OBST Y GINEC DE ENTRE RIOS,UNIVERSAL,Profesionales,OBSTETRICIA,ENTRE RIOS,Paraguay Nro 347 PB Dpto. G,0343 4312484,Parana
56444,SOGYN S.R.L.,UNIVERSAL,Profesionales,GINECOLOGIA,ENTRE RIOS,1 de Mayo 313,0345 423 0421,Concordia
56444,SOGYN S.R.L.,UNIVERSAL,Profesionales,OBSTETRICIA,ENTRE RIOS,1 de Mayo 313,0345 423 0421,Concordia
56444,SOGYN S.R.L.,UNIVERSAL,Profesionales,CARDIOLOGIA,ENTRE RIOS,1 de Mayo 313,0345 423 0421,Concordia
56444,SOGYN S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,ENTRE RIOS,1 de Mayo 313,0345 423 0421,Concordia
56444,SOGYN S.R.L.,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,ENTRE RIOS,1 de Mayo 313,0345 423 0421,Concordia
