Nombre;CUIT;NroPrestador;Sucursal;Provincia;Seccional;Partido;Localidad;Domicilio;Telefono;Tipo de prestador;Especialidad
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Neurocirugia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Neurologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Nutricion
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Obstetricia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Otorrinolaringologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Reumatologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Traumatologia y Ortopedia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;EspecialidadesAmbulatorio;Urologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Internacion;Piso
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Internacion;UCO
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Internacion;UTI
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Artroscopica
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Cabeza y Cuello
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Cardiaca
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Endoscopica
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;General
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Laparoscopica
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Miembro Superior y Mano
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Neurocirugia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Pierna y Pie
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Plastica Reparadora
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Cirugias;Urologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Anatomia Patologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Audiometria
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Camara Gamma - Medicina Nuclear - Radioisotopos
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Colposcopia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Densitometria Osea
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Eco-Doppler
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Ecografia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Electrocardiograma
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Electroencefalograma
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Electromiograma
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Estudios mamarios
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Holter
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Kinesiologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Laboratorio Alergia e Inmunologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Laboratorio Bacteriologia y Serologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Radiologia
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Tomografia Computada
SANATORIO BERNAL;30572236907;5798;1;Buenos Aires;GBA SUR;Quilmes;Bernal;Av. San Martin 572;4229-4600;Diagnostico;Urodinamia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Cardiologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Cardiologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Clinica Medica
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Dermatologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Dermatologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Diabetologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Flebologia y Linfologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Gastroenterologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Ginecologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Ginecologia Infanto Juvenil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Nutricion
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Nutricion Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Obstetricia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Otorrinolaringologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Otorrinolaringologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Pediatria
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Reumatologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Traumatologia y Ortopedia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Traumatologia y Ortopedia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;EspecialidadesAmbulatorio;Urologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Anatomia Patologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Audiometria
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Colposcopia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Eco-Doppler
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Ecografia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Ecografia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Electrocardiograma
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Electroencefalograma
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Electromiograma
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Endoscopia Digestiva
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Ergometria
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Espirometria
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Estudios mamarios
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Holter
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Kinesiologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Laboratorio Alergia e Inmunologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Laboratorio Bacteriologia y Serologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Laboratorio Dosaje Hormonal
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Laboratorio Estudios Metabolicos - Fosfacalcicos
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Laboratorio Estudios Nefrologicos
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Laboratorio Radioinmunoensayo
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Presurometria
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Psicologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Radiologia
CEM Centro de Especialidades Medicas;30676203261;5863;1;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Vicente Lopez 265;5263-0801;Diagnostico;Radiologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Cardiologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Cardiologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Clinica Medica
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Dermatologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Dermatologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Diabetologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Flebologia y Linfologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Gastroenterologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Ginecologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Ginecologia Infanto Juvenil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Nutricion
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Nutricion Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Obstetricia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Otorrinolaringologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Otorrinolaringologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Pediatria
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Reumatologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Traumatologia y Ortopedia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Traumatologia y Ortopedia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;EspecialidadesAmbulatorio;Urologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Anatomia Patologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Audiometria
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Colposcopia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Eco-Doppler
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Ecografia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Ecografia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Electrocardiograma
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Electroencefalograma
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Electromiograma
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Endoscopia Digestiva
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Ergometria
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Espirometria
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Estudios mamarios
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Holter
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Kinesiologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Laboratorio Alergia e Inmunologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Laboratorio Bacteriologia y Serologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Laboratorio Dosaje Hormonal
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Laboratorio Estudios Metabolicos - Fosfacalcicos
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Laboratorio Estudios Nefrologicos
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Laboratorio Radioinmunoensayo
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Presurometria
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Psicologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Radiologia
CEM Centro de Especialidades Medicas;30676203261;5863;2;Buenos Aires;GBA SUR;Esteban Echeverria;Monte Grande;Azcuenaga 546;5263-0801;Diagnostico;Radiologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Cardiologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Cardiologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Clinica Medica
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Dermatologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Dermatologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Diabetologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Flebologia y Linfologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Gastroenterologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Ginecologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Ginecologia Infanto Juvenil
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Nutricion
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Nutricion Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Obstetricia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Otorrinolaringologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Otorrinolaringologia Infantil
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Pediatria
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Reumatologia
CEM Centro de Especialidades Medicas;30676203261;5863;3;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Hipolito Yrigoyen 9173;5263-0801;EspecialidadesAmbulatorio;Traumatologia y Ortopedia
